method,optimizer,architecture,dataset,horizon,mse,mse_ci,nll,nll_ci,coverage95,coverage95_ci,interval_width,interval_width_ci,test_count,configuration_id,parameter_count,proper,status,selected,selection_mean_nll,selection_mean_mse,source_provenance
Precision-gated ensemble,NGMP,affine independent-expert,ETTh1,96,0.24337451139445895,0.025979723250601945,0.8223963118854796,0.09694146281563953,0.827536231884058,0.028188112085664196,1.4355524788331369,0.0009929722215342672,690,linear2_ngmp,476,true,ok,false,0.8428948220247631,0.2549352663886819,paper_materials/etth_precision_gated/raw_linear2/selection/ETTh1_h96_linear2_ngmp.jls
Precision-gated ensemble,NGMP,affine independent-expert,ETTh1,192,0.2817018275946982,0.025881150909100134,0.9692266087233751,0.09722975901061512,0.7725947521865889,0.03136621763116965,1.4302700781937743,0.00017713223705218605,686,linear2_ngmp,476,true,ok,false,0.8428948220247631,0.2549352663886819,paper_materials/etth_precision_gated/raw_linear2/selection/ETTh1_h192_linear2_ngmp.jls
Precision-gated ensemble,NGMP,affine independent-expert,ETTh1,336,0.23944783522667323,0.01656225189744451,0.7954716597267094,0.05982819102705341,0.8970588235294118,0.022840134628181914,1.4578920269913058,0.0003325675376608923,680,linear2_ngmp,476,true,ok,false,0.8428948220247631,0.2549352663886819,paper_materials/etth_precision_gated/raw_linear2/selection/ETTh1_h336_linear2_ngmp.jls
Precision-gated ensemble,NGMP,affine independent-expert,ETTh1,720,0.2552168913388973,0.026815930336787874,0.7844847077634882,0.07917800151274296,0.8646616541353384,0.0259998474683174,1.6117444726064951,0.0023712386406178148,665,linear2_ngmp,476,true,ok,false,0.8428948220247631,0.2549352663886819,paper_materials/etth_precision_gated/raw_linear2/selection/ETTh1_h720_linear2_ngmp.jls
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.14128470713648997,0.01757453293536107,0.44954618223948944,0.07504937136020366,0.881159420289855,0.024145331409875983,1.3424296507374365,0.0005800766986811067,690,consensus_linear_all_g1p5_no_beta,911,true,ok,false,0.6263443165455325,0.1965227401989891,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_nobeta_scalar__consensus_linear_all_g1p5_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.25489913870407016,0.024086084827065687,0.8181667580212897,0.07882208637870244,0.8250728862973761,0.02842894583690546,1.5344735568742502,0.0011535525298737024,686,consensus_linear_all_g1p5_no_beta,911,true,ok,false,0.6263443165455325,0.1965227401989891,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_nobeta_scalar__consensus_linear_all_g1p5_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.21293908129930042,0.01461236771901536,0.6486125821260456,0.03856668132616515,0.9779411764705882,0.011039290808718624,1.7036311651523888,0.0011682980862010364,680,consensus_linear_all_g1p5_no_beta,911,true,ok,false,0.6263443165455325,0.1965227401989891,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_nobeta_scalar__consensus_linear_all_g1p5_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,0.1769680336560959,0.021837511294357608,0.5890517437953053,0.04205190729763233,0.9729323308270676,0.012334002040864234,2.0039452770698274,0.001394168974031358,665,consensus_linear_all_g1p5_no_beta,911,true,ok,false,0.6263443165455325,0.1965227401989891,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_nobeta_scalar__consensus_linear_all_g1p5_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.15463008789820928,0.01945628453050819,0.4940963978498356,0.07528479947919449,0.8782608695652174,0.024397785570918644,1.4093051147655544,0.00014484776348410843,690,consensus_linear_all_g1p5_beta_rate_1,918,true,ok,false,0.6880404580602584,0.2254671261621999,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_beta_scalar__consensus_linear_all_g1p5_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.27211879875556494,0.025445249569742902,0.8370300919268968,0.07558234059473426,0.8367346938775511,0.02765838865286662,1.6085989700891432,0.00020147970058718333,686,consensus_linear_all_g1p5_beta_rate_1,918,true,ok,false,0.6880404580602584,0.2254671261621999,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_beta_scalar__consensus_linear_all_g1p5_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.22104783513058893,0.014890302469878386,0.6668039108277543,0.03734376512410335,0.9823529411764705,0.009896088630338333,1.7494045421644824,0.0002418692957673747,680,consensus_linear_all_g1p5_beta_rate_1,918,true,ok,false,0.6880404580602584,0.2254671261621999,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_beta_scalar__consensus_linear_all_g1p5_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,0.25407178286443655,0.027169343031413645,0.7542314316365467,0.03976970477928351,0.9759398496240601,0.011646567894866684,2.2918795716833453,0.0001926393042439934,665,consensus_linear_all_g1p5_beta_rate_1,918,true,ok,false,0.6880404580602584,0.2254671261621999,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_beta_scalar__consensus_linear_all_g1p5_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.16170414242089498,0.02031842566469305,0.5210501756262685,0.07836379734737768,0.8768115942028986,0.024522322806900303,1.4116145551661425,0.00014967018016928904,690,consensus_linear_all_g1p5_beta_rate_1000,918,true,ok,false,0.7405404663609985,0.2521449791262916,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_beta_scalar__consensus_linear_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.2888321941312441,0.026607488803063163,0.8786250767441857,0.07723846820207315,0.8279883381924198,0.028240806099729877,1.6271937921287658,0.0001893851733360126,686,consensus_linear_all_g1p5_beta_rate_1000,918,true,ok,false,0.7405404663609985,0.2521449791262916,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_beta_scalar__consensus_linear_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.2378592045337315,0.016040837840094913,0.7071621334336916,0.03943453599222113,0.9720588235294118,0.01238688918023543,1.7669614352275604,0.00023431274686558677,680,consensus_linear_all_g1p5_beta_rate_1000,918,true,ok,false,0.7405404663609985,0.2521449791262916,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_beta_scalar__consensus_linear_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,0.3201843754192957,0.030725428612037416,0.8553244796398481,0.041297668346469765,0.9729323308270676,0.012334002040864234,2.3918097254718966,0.0002088892070783952,665,consensus_linear_all_g1p5_beta_rate_1000,918,true,ok,false,0.7405404663609985,0.2521449791262916,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_beta_scalar__consensus_linear_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.14087089026628508,0.017498363788444625,0.4474391028506863,0.07446546025574917,0.881159420289855,0.024145331409875983,1.3449108448081333,0.0006262048807753252,690,consensus_linear_all_g3p0_no_beta,911,true,ok,false,0.6169346378476765,0.19287504471268763,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_nobeta_scalar__consensus_linear_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.2505533261888289,0.023719067132268637,0.8079224148155806,0.07850390352877369,0.826530612244898,0.028335242096132793,1.525973643495,0.0012454327571348887,686,consensus_linear_all_g3p0_no_beta,911,true,ok,false,0.6169346378476765,0.19287504471268763,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_nobeta_scalar__consensus_linear_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.2084398466468506,0.014274831817267184,0.6372099752145405,0.03801235698641295,0.9823529411764705,0.009896088630338333,1.6961350187719983,0.0012433188920155354,680,consensus_linear_all_g3p0_no_beta,911,true,ok,false,0.6169346378476765,0.19287504471268763,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_nobeta_scalar__consensus_linear_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,0.17163611574878584,0.021261230334932685,0.5751670585098988,0.041799375184537364,0.9729323308270676,0.012334002040864234,1.9830430205462357,0.0013912164726109545,665,consensus_linear_all_g3p0_no_beta,911,true,ok,false,0.6169346378476765,0.19287504471268763,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_nobeta_scalar__consensus_linear_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.15481728186244365,0.01948343333946707,0.4940863557873391,0.0748187150008373,0.8782608695652174,0.024397785570918644,1.4146928269969936,0.0001493160829260556,690,consensus_linear_all_g3p0_beta_rate_1,918,true,ok,false,0.68389502810726,0.22371592579678462,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_beta_scalar__consensus_linear_all_g3p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.2694979143510353,0.025252869249274893,0.8298254463991765,0.07514983162529426,0.8411078717201166,0.027356660008803102,1.6071193467087483,0.00021214980519128796,686,consensus_linear_all_g3p0_beta_rate_1,918,true,ok,false,0.68389502810726,0.22371592579678462,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_beta_scalar__consensus_linear_all_g3p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.2181743824382875,0.014691410119717939,0.6598030475956119,0.037007496054276834,0.9838235294117647,0.0094818727671033,1.7455170725199487,0.000256138540204025,680,consensus_linear_all_g3p0_beta_rate_1,918,true,ok,false,0.68389502810726,0.22371592579678462,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_beta_scalar__consensus_linear_all_g3p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,0.25237412453537206,0.027072171632579477,0.7518652626469124,0.03958750300841102,0.9759398496240601,0.011646567894866684,2.293010497830157,0.00019413120736910933,665,consensus_linear_all_g3p0_beta_rate_1,918,true,ok,false,0.68389502810726,0.22371592579678462,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_beta_scalar__consensus_linear_all_g3p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.16154484572008695,0.020302868789781384,0.5199698521535483,0.07800402682577388,0.8782608695652174,0.024397785570918644,1.4143450975710754,0.0001545842482007644,690,consensus_linear_all_g3p0_beta_rate_1000,918,true,ok,false,0.7345844854051743,0.24934171052742782,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_beta_scalar__consensus_linear_all_g3p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.2854882246160594,0.026382939862118746,0.870539096988382,0.07695541598543645,0.8279883381924198,0.028240806099729877,1.6233028460274033,0.0002014622054795553,686,consensus_linear_all_g3p0_beta_rate_1000,918,true,ok,false,0.7345844854051743,0.24934171052742782,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_beta_scalar__consensus_linear_all_g3p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.23359190692044884,0.01577010739323217,0.6974827792069923,0.039182869974575346,0.975,0.01173453668064659,1.757548166484714,0.0002515363034683122,680,consensus_linear_all_g3p0_beta_rate_1000,918,true,ok,false,0.7345844854051743,0.24934171052742782,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_beta_scalar__consensus_linear_all_g3p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,0.316741864853116,0.03056996331215169,0.8503462132717746,0.04128342138928992,0.9729323308270676,0.012334002040864234,2.3861464551228457,0.00021203613278082917,665,consensus_linear_all_g3p0_beta_rate_1000,918,true,ok,false,0.7345844854051743,0.24934171052742782,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_beta_scalar__consensus_linear_all_g3p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.1408526237370224,0.01749257711307701,0.44735689865989986,0.07443041346355705,0.881159420289855,0.024145331409875983,1.3450109918425446,0.0006185357616679075,690,consensus_linear_all_g5p0_no_beta,911,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_nobeta_scalar__consensus_linear_all_g5p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.2499006340258458,0.023661075160357852,0.8065140740815959,0.07852024910330817,0.826530612244898,0.028335242096132793,1.5238768498857864,0.0012225951594173497,686,consensus_linear_all_g5p0_no_beta,911,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_nobeta_scalar__consensus_linear_all_g5p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.2085597946746622,0.014279819190311403,0.6375799432671011,0.03805533550630926,0.9779411764705882,0.011039290808718624,1.6954722910637003,0.0012239332902536,680,consensus_linear_all_g5p0_no_beta,911,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_nobeta_scalar__consensus_linear_all_g5p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,,,,,,,,,,consensus_linear_all_g5p0_no_beta,911,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_nobeta_scalar__consensus_linear_all_g5p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.15484718147744583,0.01948837241495534,0.4941091129189459,0.07475481738461702,0.8782608695652174,0.024397785570918644,1.4154977192189477,0.00014756746875709825,690,consensus_linear_all_g5p0_beta_rate_1,918,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_beta_scalar__consensus_linear_all_g5p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.26873905936891873,0.02519618401640702,0.8278698272409002,0.07506950075627203,0.8411078717201166,0.027356660008803102,1.6061629996209115,0.00020634246511934743,686,consensus_linear_all_g5p0_beta_rate_1,918,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_beta_scalar__consensus_linear_all_g5p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.2175336948259237,0.014648528103264417,0.6582569464754949,0.03694454036044021,0.9838235294117647,0.0094818727671033,1.744499022352378,0.00025057290353877934,680,consensus_linear_all_g5p0_beta_rate_1,918,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_beta_scalar__consensus_linear_all_g5p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,,,,,,,,,,consensus_linear_all_g5p0_beta_rate_1,918,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_beta_scalar__consensus_linear_all_g5p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,96,0.16158158787725807,0.020307905178197146,0.5200492564216449,0.07797524567016692,0.8782608695652174,0.024397785570918644,1.4148010001765154,0.00015185443013146749,690,consensus_linear_all_g5p0_beta_rate_1000,918,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/linear_all_L2_beta_scalar__consensus_linear_all_g5p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,192,0.2849014517105878,0.026343062959358083,0.8691467705557229,0.07692293164333124,0.8279883381924198,0.028240806099729877,1.6224083797500108,0.0001960355037066724,686,consensus_linear_all_g5p0_beta_rate_1000,918,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/linear_all_L2_beta_scalar__consensus_linear_all_g5p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,336,0.23288211721470345,0.01572660583552197,0.695892319491298,0.03915654034270234,0.975,0.01173453668064659,1.7557516119301528,0.00024660496033733845,680,consensus_linear_all_g5p0_beta_rate_1000,918,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/linear_all_L2_beta_scalar__consensus_linear_all_g5p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 linear_all,ETTh1,720,,,,,,,,,,consensus_linear_all_g5p0_beta_rate_1000,918,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/linear_all_L2_beta_scalar__consensus_linear_all_g5p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,96,0.13345713211450944,0.016086417744989104,0.41797168326072864,0.06963258781924685,0.8884057971014493,0.02349362621172704,1.3344818611418627,0.0006409626487628308,690,consensus_rff_all_g1p5_no_beta,6511,true,ok,false,0.5445362110440687,0.16806214002364564,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/rff_all_L2_nobeta_scalar__consensus_rff_all_g1p5_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,192,0.21241610966077565,0.019595528159601708,0.6882149261478557,0.06762391099822375,0.8833819241982507,0.024018352979896698,1.4908894872007277,0.0010379432992902089,686,consensus_rff_all_g1p5_no_beta,6511,true,ok,false,0.5445362110440687,0.16806214002364564,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/rff_all_L2_nobeta_scalar__consensus_rff_all_g1p5_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,336,0.1893166161961793,0.01295540480118957,0.5870045872648131,0.03474010056558228,0.9955882352941177,0.004981265425957111,1.6915376221612777,0.0012167779591710196,680,consensus_rff_all_g1p5_no_beta,6511,true,ok,false,0.5445362110440687,0.16806214002364564,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/rff_all_L2_nobeta_scalar__consensus_rff_all_g1p5_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,720,0.13705870212311808,0.015855341419297213,0.48495364750287734,0.03396378119763296,0.9864661654135338,0.008781906268790798,1.8932304261389747,0.0008776233062329832,665,consensus_rff_all_g1p5_no_beta,6511,true,ok,false,0.5445362110440687,0.16806214002364564,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/rff_all_L2_nobeta_scalar__consensus_rff_all_g1p5_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,96,0.1550673220443632,0.019533642059297893,0.4936996518292135,0.07344170367094956,0.8797101449275362,0.024272127604452673,1.4306168314604575,0.00026369618128684085,690,consensus_rff_all_g1p5_beta_rate_1,6518,true,ok,false,0.6689594547113832,0.21646974520477047,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,192,0.2629686032908677,0.024723110114130056,0.8100694394877388,0.07348347132416304,0.8542274052478134,0.026406492897881457,1.6072086483693684,0.00039343213252403275,686,consensus_rff_all_g1p5_beta_rate_1,6518,true,ok,false,0.6689594547113832,0.21646974520477047,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,336,0.21535275809302895,0.014491638443777103,0.652551457489053,0.03619502192691852,0.986764705882353,0.008589487198523038,1.752796550987698,0.0004913617274030377,680,consensus_rff_all_g1p5_beta_rate_1,6518,true,ok,false,0.6689594547113832,0.21646974520477047,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,720,0.232490297390822,0.025866999693352447,0.7195172700395276,0.038704964502025166,0.9819548872180451,0.010117258271547141,2.2675092667228487,0.0004811414255770279,665,consensus_rff_all_g1p5_beta_rate_1,6518,true,ok,false,0.6689594547113832,0.21646974520477047,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,96,0.15937294291647652,0.02007944884296936,0.5111066832433682,0.07651753882436427,0.8782608695652174,0.024397785570918644,1.4207572460240805,0.0002527313898153553,690,consensus_rff_all_g1p5_beta_rate_1000,6518,true,ok,false,0.7013214382325678,0.23093347721523477,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,192,0.27724793570157175,0.025755700293231567,0.850062192663675,0.0760068842171163,0.8367346938775511,0.02765838865286662,1.6128493675717008,0.0003532455710957205,686,consensus_rff_all_g1p5_beta_rate_1000,6518,true,ok,false,0.7013214382325678,0.23093347721523477,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,336,0.22893832983053186,0.015503380665596091,0.6863963025384332,0.038653649763344906,0.9764705882352941,0.011392754867522092,1.7545195156442808,0.0004566657300594065,680,consensus_rff_all_g1p5_beta_rate_1000,6518,true,ok,false,0.7013214382325678,0.23093347721523477,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,720,0.25817470041235896,0.027481970156949018,0.7577205744847949,0.04116679424646646,0.9759398496240601,0.011646567894866684,2.2660573480204134,0.0004769639727926218,665,consensus_rff_all_g1p5_beta_rate_1000,6518,true,ok,false,0.7013214382325678,0.23093347721523477,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,96,0.13239506623031524,0.015803943558686875,0.41493438236615166,0.06889537339009794,0.8884057971014493,0.02349362621172704,1.3321025447734551,0.0009867611963964697,690,consensus_rff_all_g3p0_no_beta,6511,true,ok,true,0.5321476158238966,0.16348399525099366,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h96/rff_all_L2_nobeta_scalar__consensus_rff_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,192,0.20404133144411285,0.018443189028816667,0.66392059329433,0.0647891180521591,0.8935860058309038,0.023075630957249574,1.478973720300886,0.001367038113957563,686,consensus_rff_all_g3p0_no_beta,6511,true,ok,true,0.5321476158238966,0.16348399525099366,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h192/rff_all_L2_nobeta_scalar__consensus_rff_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,336,0.18184790779476176,0.012597631762593611,0.5666562906260378,0.03381473451483076,0.9970588235294118,0.004070188910835385,1.6902344583499915,0.001586021411181628,680,consensus_rff_all_g3p0_no_beta,6511,true,ok,true,0.5321476158238966,0.16348399525099366,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h336/rff_all_L2_nobeta_scalar__consensus_rff_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh1,720,0.13565167553478477,0.015299381253629507,0.4830791970090667,0.03243863662007244,0.98796992481203,0.008285968946320204,1.9005117247553633,0.0012045718294643039,665,consensus_rff_all_g3p0_no_beta,6511,true,ok,true,0.5321476158238966,0.16348399525099366,paper_materials/etth_precision_gated/raw_consensus/selection_etth1_h720/rff_all_L2_nobeta_scalar__consensus_rff_all_g3p0_no_beta_tx.jld2
